가로등위치,설치개수,소재지도로명주소,소재지지번주소,위도,경도,램프종류,관리기관전화번호,관리기관명,데이터기준일자
500-08,1,강원특별자치도 춘천시 동내면 학곡리 330-16,강원특별자치도 춘천시 동내면 학곡리 330-16,37.83558883,127.7563261,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-09,1,강원특별자치도 춘천시 동내면 학곡리 444-29,강원특별자치도 춘천시 동내면 학곡리 444-29,37.83575719,127.7560637,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-10,1,강원특별자치도 춘천시 동내면 학곡리 산 18-2,강원특별자치도 춘천시 동내면 학곡리 산 18-2,37.83593454,127.7558042,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-11,1,강원특별자치도 춘천시 동내면 학곡리 산 18-2,강원특별자치도 춘천시 동내면 학곡리 산 18-2,37.83611279,127.7555788,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-12,1,강원특별자치도 춘천시 동내면 학곡리 산 18-2,강원특별자치도 춘천시 동내면 학곡리 산 18-2,37.836301,127.755382,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-13,1,강원특별자치도 춘천시 동내면 학곡리 443-2,강원특별자치도 춘천시 동내면 학곡리 443-2,37.8365172,127.7552095,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-14,1,강원특별자치도 춘천시 동내면 학곡리 443-2,강원특별자치도 춘천시 동내면 학곡리 443-2,37.83676911,127.75509,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-15,1,강원특별자치도 춘천시 동내면 학곡리 443,강원특별자치도 춘천시 동내면 학곡리 443,37.83695962,127.7550607,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-16,1,강원특별자치도 춘천시 동내면 학곡리 산 17-10,강원특별자치도 춘천시 동내면 학곡리 산 17-10,37.83724156,127.7549982,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-17,1,강원특별자치도 춘천시 동내면 학곡리 산 17-10,강원특별자치도 춘천시 동내면 학곡리 산 17-10,37.83750164,127.755008,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-18,1,강원특별자치도 춘천시 동내면 학곡리 산 17-16,강원특별자치도 춘천시 동내면 학곡리 산 17-16,37.83773554,127.7550615,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-19,1,강원특별자치도 춘천시 동내면 학곡리 산 17-14,강원특별자치도 춘천시 동내면 학곡리 산 17-14,37.83796131,127.7551532,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-20,1,강원특별자치도 춘천시 동내면 학곡리 산 17-14,강원특별자치도 춘천시 동내면 학곡리 산 17-14,37.83819794,127.755309,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-21,1,강원특별자치도 춘천시 동내면 학곡리 산 16-4,강원특별자치도 춘천시 동내면 학곡리 산 16-4,37.83830368,127.7551511,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-22,1,강원특별자치도 춘천시 동내면 학곡리 산 17-14,강원특별자치도 춘천시 동내면 학곡리 산 17-14,37.83804011,127.7549836,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-23,1,강원특별자치도 춘천시 동내면 학곡리 산 17-12,강원특별자치도 춘천시 동내면 학곡리 산 17-12,37.83777852,127.7548574,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-24,1,강원특별자치도 춘천시 동내면 학곡리 산 17-16,강원특별자치도 춘천시 동내면 학곡리 산 17-16,37.83751203,127.7547922,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-25,1,강원특별자치도 춘천시 동내면 학곡리 산 17-16,강원특별자치도 춘천시 동내면 학곡리 산 17-16,37.83724406,127.7547838,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-26,1,강원특별자치도 춘천시 동내면 학곡리 443-2,강원특별자치도 춘천시 동내면 학곡리 443-2,37.83696002,127.7548221,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-27,1,강원특별자치도 춘천시 동내면 학곡리 산 18-2,강원특별자치도 춘천시 동내면 학곡리 산 18-2,37.83670155,127.7549118,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-28,1,강원특별자치도 춘천시 동내면 학곡리 산 18-2,강원특별자치도 춘천시 동내면 학곡리 산 18-2,37.83645407,127.7550442,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-29,1,강원특별자치도 춘천시 동내면 학곡리 산 18-2,강원특별자치도 춘천시 동내면 학곡리 산 18-2,37.83621415,127.7552277,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-30,1,강원특별자치도 춘천시 동내면 학곡리 산 18-2,강원특별자치도 춘천시 동내면 학곡리 산 18-2,37.83600893,127.7554429,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-31,1,강원특별자치도 춘천시 동내면 학곡리 산 18,강원특별자치도 춘천시 동내면 학곡리 산 18,37.83579254,127.755661,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-32,1,강원특별자치도 춘천시 동내면 학곡리 444-23,강원특별자치도 춘천시 동내면 학곡리 444-23,37.83563968,127.7559489,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-33,1,강원특별자치도 춘천시 동내면 학곡리 444-18,강원특별자치도 춘천시 동내면 학곡리 444-18,37.83538818,127.7562103,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-34,1,강원특별자치도 춘천시 동내면 학곡리 444-15,강원특별자치도 춘천시 동내면 학곡리 444-15,37.83530807,127.7563248,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-35,2,강원특별자치도 춘천시 동내면 학곡리 446-2,강원특별자치도 춘천시 동내면 학곡리 446-2,37.83517838,127.7562332,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-36,2,강원특별자치도 춘천시 동내면 학곡리 446-2,강원특별자치도 춘천시 동내면 학곡리 446-2,37.83503723,127.756073,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-37,1,강원특별자치도 춘천시 동내면 학곡리 446-2,강원특별자치도 춘천시 동내면 학곡리 446-2,37.83483915,127.7559208,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-38,1,강원특별자치도 춘천시 동내면 학곡리 446-2,강원특별자치도 춘천시 동내면 학곡리 446-2,37.83462863,127.7557341,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-39,1,강원특별자치도 춘천시 동내면 학곡리 447-5,강원특별자치도 춘천시 동내면 학곡리 447-5,37.83439997,127.7555671,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
500-40,1,강원특별자치도 춘천시 동내면 학곡리 448-2,강원특별자치도 춘천시 동내면 학곡리 448-2,37.83419367,127.755423,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
501-01,2,강원특별자치도 춘천시 동내면 학곡리 428-16,강원특별자치도 춘천시 동내면 학곡리 428-16,37.84288788,127.7583923,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
501-02,2,강원특별자치도 춘천시 동내면 학곡리 428-19,강원특별자치도 춘천시 동내면 학곡리 428-19,37.84289169,127.7580032,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
501-03,2,강원특별자치도 춘천시 동내면 학곡리 산 2-7,강원특별자치도 춘천시 동내면 학곡리 산 2-7,37.84289169,127.7576294,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
501-04,2,강원특별자치도 춘천시 동내면 학곡리 858,강원특별자치도 춘천시 동내면 학곡리 858,37.84289551,127.7572174,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
501-05,2,강원특별자치도 춘천시 동내면 학곡리 산 2-5,강원특별자치도 춘천시 동내면 학곡리 산 2-5,37.84287262,127.7568588,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
501-06,2,강원특별자치도 춘천시 동내면 학곡리 산 2-5,강원특별자치도 춘천시 동내면 학곡리 산 2-5,37.84263992,127.7572937,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
501-07,2,강원특별자치도 춘천시 동내면 학곡리 428-16,강원특별자치도 춘천시 동내면 학곡리 428-16,37.84263992,127.757637,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
501-08,2,강원특별자치도 춘천시 동내면 학곡리 428-16,강원특별자치도 춘천시 동내면 학곡리 428-16,37.84263611,127.7580872,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
501-09,2,강원특별자치도 춘천시 동내면 학곡리 428-16,강원특별자치도 춘천시 동내면 학곡리 428-16,37.84261322,127.758522,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-01,1,강원특별자치도 춘천시 동내면 학곡리 428-16,강원특별자치도 춘천시 동내면 학곡리 428-16,37.84211731,127.7572021,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-02,1,강원특별자치도 춘천시 동내면 학곡리 428-16,강원특별자치도 춘천시 동내면 학곡리 428-16,37.84212494,127.7574463,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-03,1,강원특별자치도 춘천시 동내면 학곡리 576-9,강원특별자치도 춘천시 동내면 학곡리 576-9,37.84197617,127.757515,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-04,1,강원특별자치도 춘천시 동내면 학곡리 산 7-4,강원특별자치도 춘천시 동내면 학곡리 산 7-4,37.84169388,127.7575073,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-05,1,강원특별자치도 춘천시 동내면 학곡리 산 7-4,강원특별자치도 춘천시 동내면 학곡리 산 7-4,37.84144974,127.7575073,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-06,1,강원특별자치도 춘천시 동내면 학곡리 산 7-3,강원특별자치도 춘천시 동내면 학곡리 산 7-3,37.84119797,127.7574921,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-07,1,강원특별자치도 춘천시 동내면 학곡리 산 7-3,강원특별자치도 춘천시 동내면 학곡리 산 7-3,37.84113312,127.7573929,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-08,1,강원특별자치도 춘천시 동내면 학곡리 산 9,강원특별자치도 춘천시 동내면 학곡리 산 9,37.84098053,127.7572479,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-09,1,강원특별자치도 춘천시 동내면 학곡리 394-22,강원특별자치도 춘천시 동내면 학곡리 394-22,37.84086609,127.7574997,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-10,1,강원특별자치도 춘천시 동내면 학곡리 394-22,강원특별자치도 춘천시 동내면 학곡리 394-22,37.8406601,127.7574921,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-11,1,강원특별자치도 춘천시 동내면 학곡리 394-17,강원특별자치도 춘천시 동내면 학곡리 394-17,37.84043884,127.7574921,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-12,1,강원특별자치도 춘천시 동내면 학곡리 394-22,강원특별자치도 춘천시 동내면 학곡리 394-22,37.84020615,127.7574844,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-13,1,강원특별자치도 춘천시 동내면 학곡리 산 11-1,강원특별자치도 춘천시 동내면 학곡리 산 11-1,37.83997726,127.7574997,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-14,1,강원특별자치도 춘천시 동내면 학곡리 산 11-1,강원특별자치도 춘천시 동내면 학곡리 산 11-1,37.83975983,127.7574844,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-15,1,강원특별자치도 춘천시 동내면 학곡리 379-2,강원특별자치도 춘천시 동내면 학곡리 379-2,37.83953094,127.7574615,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-16,1,강원특별자치도 춘천시 동내면 학곡리 379-2,강원특별자치도 춘천시 동내면 학곡리 379-2,37.83930588,127.7573242,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-17,1,강원특별자치도 춘천시 동내면 학곡리 394-22,강원특별자치도 춘천시 동내면 학곡리 394-22,37.8409729,127.7577896,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-18,1,강원특별자치도 춘천시 동내면 학곡리 394-19,강원특별자치도 춘천시 동내면 학곡리 394-19,37.84097672,127.7581558,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-19,1,강원특별자치도 춘천시 동내면 학곡리 산 9,강원특별자치도 춘천시 동내면 학곡리 산 9,37.8411293,127.7579498,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-20,1,강원특별자치도 춘천시 동내면 학곡리 산 8,강원특별자치도 춘천시 동내면 학곡리 산 8,37.84122849,127.7580185,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-21,1,강원특별자치도 춘천시 동내면 학곡리 392-2,강원특별자치도 춘천시 동내면 학곡리 392-2,37.84144211,127.7580185,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-22,1,강원특별자치도 춘천시 동내면 학곡리 392-2,강원특별자치도 춘천시 동내면 학곡리 392-2,37.8416481,127.7580338,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-23,1,강원특별자치도 춘천시 동내면 학곡리 392-2,강원특별자치도 춘천시 동내면 학곡리 392-2,37.84184647,127.7580338,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-24,1,강원특별자치도 춘천시 동내면 학곡리 576-9,강원특별자치도 춘천시 동내면 학곡리 576-9,37.84205627,127.7580338,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-25,1,강원특별자치도 춘천시 동내면 학곡리 428-16,강원특별자치도 춘천시 동내면 학곡리 428-16,37.84211731,127.7577438,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-26,1,강원특별자치도 춘천시 동내면 학곡리 428-16,강원특별자치도 춘천시 동내면 학곡리 428-16,37.84256363,127.7578201,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-27,1,강원특별자치도 춘천시 동내면 학곡리 428-16,강원특별자치도 춘천시 동내면 학곡리 428-16,37.84231949,127.7578278,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-28,1,강원특별자치도 춘천시 동내면 학곡리 428-16,강원특별자치도 춘천시 동내면 학곡리 428-16,37.84215546,127.7586288,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-29,1,강원특별자치도 춘천시 동내면 학곡리 428-16,강원특별자치도 춘천시 동내면 학곡리 428-16,37.84217453,127.7582474,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-30,1,강원특별자치도 춘천시 동내면 학곡리 392-2,강원특별자치도 춘천시 동내면 학곡리 392-2,37.84141922,127.758667,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-31,1,강원특별자치도 춘천시 동내면 학곡리 392-2,강원특별자치도 춘천시 동내면 학곡리 392-2,37.84141159,127.7582703,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-32,1,강원특별자치도 춘천시 동내면 학곡리 산 7-4,강원특별자치도 춘천시 동내면 학곡리 산 7-4,37.84166336,127.7573547,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
502-33,1,강원특별자치도 춘천시 동내면 학곡리 394-22,강원특별자치도 춘천시 동내면 학곡리 394-22,37.84049988,127.757309,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
503-01,2,강원특별자치도 춘천시 동내면 학곡리 산 2-6,강원특별자치도 춘천시 동내면 학곡리 산 2-6,37.84252548,127.7568207,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
503-02,2,강원특별자치도 춘천시 동내면 학곡리 428-20,강원특별자치도 춘천시 동내면 학곡리 428-20,37.84226227,127.7568207,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
503-03,2,강원특별자치도 춘천시 동내면 학곡리 392-3,강원특별자치도 춘천시 동내면 학곡리 392-3,37.84180832,127.7567673,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
503-04,2,강원특별자치도 춘천시 동내면 학곡리 산 7-6,강원특별자치도 춘천시 동내면 학곡리 산 7-6,37.84147263,127.7567749,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
503-05,2,강원특별자치도 춘천시 동내면 학곡리 산 7-5,강원특별자치도 춘천시 동내면 학곡리 산 7-5,37.84117889,127.7567673,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
503-06,2,강원특별자치도 춘천시 동내면 학곡리 산 12-6,강원특별자치도 춘천시 동내면 학곡리 산 12-6,37.84095001,127.7568207,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
503-07,2,강원특별자치도 춘천시 동내면 학곡리 394-22,강원특별자치도 춘천시 동내면 학곡리 394-22,37.8405775,127.7568925,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
503-08,2,강원특별자치도 춘천시 동내면 학곡리 산 11-1,강원특별자치도 춘천시 동내면 학곡리 산 11-1,37.8402164,127.7568292,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
503-09,2,강원특별자치도 춘천시 동내면 학곡리 산 11-1,강원특별자치도 춘천시 동내면 학곡리 산 11-1,37.83995573,127.7567356,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
503-10,2,강원특별자치도 춘천시 동내면 학곡리 산 13-13,강원특별자치도 춘천시 동내면 학곡리 산 13-13,37.83977412,127.7566074,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
503-11,2,강원특별자치도 춘천시 동내면 학곡리 산 13-13,강원특별자치도 춘천시 동내면 학곡리 산 13-13,37.83948205,127.7563176,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
503-12,2,강원특별자치도 춘천시 동내면 학곡리 산 13-13,강원특별자치도 춘천시 동내면 학곡리 산 13-13,37.83925826,127.7560923,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
503-13,2,강원특별자치도 춘천시 동내면 학곡리 산 15-2,강원특별자치도 춘천시 동내면 학곡리 산 15-2,37.83903899,127.7558657,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
503-14,2,강원특별자치도 춘천시 동내면 학곡리 산 15-2,강원특별자치도 춘천시 동내면 학곡리 산 15-2,37.83882984,127.7556406,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
503-15,2,강원특별자치도 춘천시 동내면 학곡리 산 16-4,강원특별자치도 춘천시 동내면 학곡리 산 16-4,37.8385994,127.7553997,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
503-16,2,강원특별자치도 춘천시 동내면 학곡리 산 16-4,강원특별자치도 춘천시 동내면 학곡리 산 16-4,37.83847188,127.7552649,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
504-01,2,강원특별자치도 춘천시 동내면 학곡리 산 16-4,강원특별자치도 춘천시 동내면 학곡리 산 16-4,37.83836715,127.75544,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
504-02,2,강원특별자치도 춘천시 동내면 학곡리 339-2,강원특별자치도 춘천시 동내면 학곡리 339-2,37.83850098,127.7556076,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
504-03,2,강원특별자치도 춘천시 동내면 학곡리 339-2,강원특별자치도 춘천시 동내면 학곡리 339-2,37.83871941,127.755827,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
504-04,2,강원특별자치도 춘천시 동내면 학곡리 산 13-3,강원특별자치도 춘천시 동내면 학곡리 산 13-3,37.8389421,127.7560479,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
504-05,2,강원특별자치도 춘천시 동내면 학곡리 산 13-13,강원특별자치도 춘천시 동내면 학곡리 산 13-13,37.83916472,127.7562788,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
504-06,2,강원특별자치도 춘천시 동내면 학곡리 산 13-13,강원특별자치도 춘천시 동내면 학곡리 산 13-13,37.83940643,127.7565199,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
504-07,2,강원특별자치도 춘천시 동내면 학곡리 산 13-13,강원특별자치도 춘천시 동내면 학곡리 산 13-13,37.83968845,127.7567954,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
504-08,2,강원특별자치도 춘천시 동내면 학곡리 산 11-1,강원특별자치도 춘천시 동내면 학곡리 산 11-1,37.83991827,127.7569582,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
504-09,2,강원특별자치도 춘천시 동내면 학곡리 산 11-1,강원특별자치도 춘천시 동내면 학곡리 산 11-1,37.84018333,127.7570688,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
504-10,2,강원특별자치도 춘천시 동내면 학곡리 394-22,강원특별자치도 춘천시 동내면 학곡리 394-22,37.840593,127.7571085,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
504-11,2,강원특별자치도 춘천시 동내면 학곡리 산 7-3,강원특별자치도 춘천시 동내면 학곡리 산 7-3,37.84095383,127.7571182,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
504-12,2,강원특별자치도 춘천시 동내면 학곡리 산 7-3,강원특별자치도 춘천시 동내면 학곡리 산 7-3,37.84120178,127.7571106,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
504-13,2,강원특별자치도 춘천시 동내면 학곡리 산 7-4,강원특별자치도 춘천시 동내면 학곡리 산 7-4,37.84152222,127.7571259,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
504-14,2,강원특별자치도 춘천시 동내면 학곡리 576-9,강원특별자치도 춘천시 동내면 학곡리 576-9,37.84186554,127.7571106,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
504-15,2,강원특별자치도 춘천시 동내면 학곡리 428-16,강원특별자치도 춘천시 동내면 학곡리 428-16,37.84230423,127.7571259,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
504-16,2,강원특별자치도 춘천시 동내면 학곡리 432-2,강원특별자치도 춘천시 동내면 학곡리 432-2,37.84255981,127.7571335,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
505-01,1,강원특별자치도 춘천시 동내면 학곡리 산 13-4,강원특별자치도 춘천시 동내면 학곡리 산 13-4,37.83939362,127.7566986,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
505-02,1,강원특별자치도 춘천시 동내면 학곡리 산 13-2,강원특별자치도 춘천시 동내면 학곡리 산 13-2,37.83917999,127.7570572,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
505-03,1,강원특별자치도 춘천시 동내면 학곡리 산 13-2,강원특별자치도 춘천시 동내면 학곡리 산 13-2,37.83905792,127.7570724,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
505-04,1,강원특별자치도 춘천시 동내면 학곡리 산 13-8,강원특별자치도 춘천시 동내면 학곡리 산 13-8,37.83889372,127.7569165,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
505-05,1,강원특별자치도 춘천시 동내면 학곡리 산 13-8,강원특별자치도 춘천시 동내면 학곡리 산 13-8,37.83870358,127.7567129,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
505-06,1,강원특별자치도 춘천시 동내면 학곡리 339-5,강원특별자치도 춘천시 동내면 학곡리 339-5,37.83848396,127.7565403,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
505-07,1,강원특별자치도 춘천시 동내면 학곡리 339-38,강원특별자치도 춘천시 동내면 학곡리 339-38,37.83839103,127.7562809,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
505-08,1,강원특별자치도 춘천시 동내면 학곡리 339-6,강원특별자치도 춘천시 동내면 학곡리 339-6,37.83847829,127.7560205,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
505-09,1,강원특별자치도 춘천시 동내면 학곡리 339-2,강원특별자치도 춘천시 동내면 학곡리 339-2,37.83860812,127.7557946,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
505-10,1,강원특별자치도 춘천시 동내면 학곡리 376-1,강원특별자치도 춘천시 동내면 학곡리 376-1,37.8383522,127.7584457,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
505-11,1,강원특별자치도 춘천시 동내면 학곡리 378-2,강원특별자치도 춘천시 동내면 학곡리 378-2,37.83850098,127.7582016,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
505-12,1,강원특별자치도 춘천시 동내면 학곡리 산 13,강원특별자치도 춘천시 동내면 학곡리 산 13,37.83865356,127.7579498,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
505-13,1,강원특별자치도 춘천시 동내면 학곡리 산 13,강원특별자치도 춘천시 동내면 학곡리 산 13,37.83882904,127.7576904,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
505-14,1,강원특별자치도 춘천시 동내면 학곡리 산 13-2,강원특별자치도 춘천시 동내면 학곡리 산 13-2,37.83900452,127.7574005,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
506-01,1,강원특별자치도 춘천시 약사동 77-19,강원특별자치도 춘천시 약사동 77-19,37.87289047,127.7232361,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
506-02,1,강원특별자치도 춘천시 약사동 77-19,강원특별자치도 춘천시 약사동 77-19,37.87319183,127.7234802,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
506-03,1,강원특별자치도 춘천시 약사동 77-19,강원특별자치도 춘천시 약사동 77-19,37.87346268,127.7237244,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
506-04,1,강원특별자치도 춘천시 약사동 77-19,강원특별자치도 춘천시 약사동 77-19,37.87370682,127.723999,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
506-05,1,강원특별자치도 춘천시 약사동 77-19,강원특별자치도 춘천시 약사동 77-19,37.87389374,127.7243652,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
506-06,1,강원특별자치도 춘천시 약사동 77-19,강원특별자치도 춘천시 약사동 77-19,37.87406921,127.7247696,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
506-07,1,강원특별자치도 춘천시 약사동 77-19,강원특별자치도 춘천시 약사동 77-19,37.87423706,127.7250977,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
506-08,1,강원특별자치도 춘천시 약사동 130-184,강원특별자치도 춘천시 약사동 130-184,37.87439728,127.725441,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
506-09,1,강원특별자치도 춘천시 약사동 130-185,강원특별자치도 춘천시 약사동 130-185,37.87454987,127.7257843,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
506-10,1,강원특별자치도 춘천시 약사동 130-106,강원특별자치도 춘천시 약사동 130-106,37.87469864,127.7261276,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
506-11,1,강원특별자치도 춘천시 약사동 65-22,강원특별자치도 춘천시 약사동 65-22,37.87480545,127.7260361,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
506-12,1,강원특별자치도 춘천시 약사동 68-40,강원특별자치도 춘천시 약사동 68-40,37.87465286,127.725708,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
506-13,1,강원특별자치도 춘천시 약사동 76-67,강원특별자치도 춘천시 약사동 76-67,37.87451553,127.7253876,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
506-14,1,강원특별자치도 춘천시 약사동 76,강원특별자치도 춘천시 약사동 76,37.87435913,127.7250214,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
506-15,1,강원특별자치도 춘천시 약사동 76-11,강원특별자치도 춘천시 약사동 76-11,37.87419891,127.7246552,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
506-16,1,강원특별자치도 춘천시 약사동 130-154,강원특별자치도 춘천시 약사동 130-154,37.87404633,127.7243271,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
